Date,Open,High,Low,Close,Volume,SMA_10,EMA_10,RSI,MACD,MACD_Signal,BB_Mid,BB_Upper,BB_Lower,Volatility
2015-03-04,28.863303920067874,28.966145690330134,28.68891708226962,28.738100051879883,126665200,28.068948364257814,28.738100051879883,46.6054277967507,0.0,0.0,28.090970516204834,28.904841942088552,27.277099090321116,0.42797686179484334
2015-03-05,28.747053570156748,28.785060619463845,28.116576970837254,28.261899948120117,226068400,28.068948364257814,28.651518214832652,46.6054277967507,-0.03798747266459657,-0.0075974945329193135,28.090970516204834,28.904841942088552,27.277099090321116,0.42797686179484334
2015-03-06,28.706803609469112,28.923669932423294,28.22835870208837,28.304372787475586,291368400,28.068948364257814,28.588400864404093,46.6054277967507,-0.06392868517215788,-0.01886373266076703,28.090970516204834,28.904841942088552,27.277099090321116,0.42797686179484334
2015-03-09,28.608426467613626,28.968381161803812,27.96006384646117,28.42509651184082,354114000,28.068948364257814,28.55870916393804,46.6054277967507,-0.07389408237062867,-0.02986980260273936,28.090970516204834,28.904841942088552,27.277099090321116,0.42797686179484334
2015-03-10,28.261888488309893,28.442982231001093,27.678362311051448,27.837099075317383,275426400,28.068948364257814,28.427507329643372,46.6054277967507,-0.127765410355682,-0.0494489241533279,28.090970516204834,28.904841942088552,27.277099090321116,0.42797686179484334
2015-03-11,27.890764941215153,27.89523565601578,27.300531655270174,27.3295955657959,275756000,28.068948364257814,28.22788700894383,46.6054277967507,-0.20900088562937924,-0.08135931644853817,28.090970516204834,28.904841942088552,27.277099090321116,0.42797686179484334
2015-03-12,27.345238169927427,27.92429365811465,27.193208322230415,27.823684692382812,193450800,28.068948364257814,28.15439567866001,46.6054277967507,-0.23085061957045028,-0.1112575770729206,28.090970516204834,28.904841942088552,27.277099090321116,0.42797686179484334
2015-03-13,27.812513727619166,28.036086986352874,27.405610464952957,27.631418228149414,207309200,28.068948364257814,28.059308869476265,46.6054277967507,-0.26067607641959256,-0.14114127694225498,28.090970516204834,28.904841942088552,27.277099090321116,0.42797686179484334
2015-03-16,27.69625110797063,27.935474395751953,27.47044337387959,27.935474395751953,143497200,28.068948364257814,28.036793510617297,46.6054277967507,-0.2568177391972668,-0.16427656939325735,28.090970516204834,28.904841942088552,27.277099090321116,0.42797686179484334
2015-03-17,28.147869048719393,28.465342615236214,28.091975743104673,28.402742385864258,204092400,28.068948364257814,28.103329669753105,46.6054277967507,-0.2135931881543236,-0.17413989314547063,28.090970516204834,28.904841942088552,27.277099090321116,0.42797686179484334
2015-03-18,28.393803024796274,28.876722068219674,28.252952489995387,28.722455978393555,261083600,28.06738395690918,28.215898089505913,46.6054277967507,-0.15178947054678105,-0.16966980862573272,28.090970516204834,28.904841942088552,27.277099090321116,0.42527918869951525
2015-03-19,28.785051233628216,28.896837840360753,28.483227736596017,28.505584716796875,183238000,28.091752433776854,28.268568385376998,46.6054277967507,-0.11893823151671512,-0.15952349320392922,28.090970516204834,28.904841942088552,27.277099090321116,0.4442230050010089
2015-03-20,28.673267785836416,28.70680240696809,27.98242729886884,28.147871017456055,274780400,28.076102256774902,28.24662340939137,46.6054277967507,-0.12038022559707429,-0.15169483968255823,28.090970516204834,28.904841942088552,27.277099090321116,0.4386214900463596
2015-03-23,28.420631256304222,28.583838768440806,28.286485945958812,28.440752029418945,150838800,28.077667808532716,28.281919522123655,46.6054277967507,-0.09677441116616237,-0.14071075397927907,28.090970516204834,28.904841942088552,27.277099090321116,0.440031218699521
2015-03-24,28.445225074076486,28.6263171532708,28.295429701665416,28.324495315551758,131369200,28.126407432556153,28.289660575474215,45.40031715514045,-0.08645102477048638,-0.12985880813752054,28.090970516204834,28.904841942088552,27.277099090321116,0.4374093244690981
2015-03-25,28.290955309613835,28.353555537956826,27.584463119506836,27.584463119506836,206620800,28.151894187927248,28.16144285620742,42.883836299303155,-0.1364116120393284,-0.1311693689178821,28.090970516204834,28.904841942088552,27.277099090321116,0.3907600847686592
2015-03-26,27.445847908133214,27.919822024619,27.410075375560876,27.776735305786133,190291600,28.14719924926758,28.091496028858092,44.626521133085845,-0.15866202182552058,-0.13666789949940983,28.090970516204834,28.904841942088552,27.277099090321116,0.3953961844402742
2015-03-27,27.85052130199897,27.87958521212491,27.47939057242027,27.555404663085938,158184800,28.13959789276123,27.99402487144497,41.32087718396613,-0.19194257054206432,-0.14772283370794073,28.090970516204834,28.904841942088552,27.277099090321116,0.40697478058777187
2015-03-30,27.734258952655647,28.25965568474945,27.72307960923156,28.252948760986328,188398800,28.17134532928467,28.04110194227067,54.06119178958435,-0.16018515137873024,-0.15021529724209864,28.090970516204834,28.904841942088552,27.277099090321116,0.4016299109528808
2015-03-31,28.19034643197974,28.27977606093801,27.803565717398058,27.819215774536133,168362400,28.112992668151854,28.000759002682575,54.85154061201132,-0.16807829310287303,-0.15378789641425353,28.090970516204834,28.904841942088552,27.277099090321116,0.406633818792108
2015-04-01,27.90641120918879,27.973483862183773,27.52186497090484,27.778974533081055,162485600,28.018644523620605,27.960434553664115,49.51319246145059,-0.17555708387914493,-0.15814173390723182,28.043014240264892,28.807888579360682,27.2781399011691,0.35578808104600734
2015-04-02,27.953361569840364,28.071855112621336,27.765560869371296,28.018198013305664,128880400,27.969905853271484,27.97093700087167,54.16866071002744,-0.1603325302656593,-0.15857989317891732,28.03082914352417,28.78875442032295,27.27290386672539,0.3124102173774674
2015-04-06,27.828163171005773,28.50782606718666,27.796863051934753,28.47205352783203,148776000,28.002324104309082,28.062049096682642,55.60227849331404,-0.11037231154340787,-0.14893837685181543,28.039213180541992,28.813414016090253,27.265012344993732,0.3477503179480099
2015-04-07,28.53688427279769,28.64419845795688,28.16575363267385,28.172460556030273,140049200,27.975494956970216,28.082123907473118,47.508452778355604,-0.09387104036294502,-0.13792490955404135,28.026581382751466,28.782295838261724,27.270866927241208,0.31935732128331923
2015-04-08,28.136698147213608,28.25966413875105,27.93995426648253,28.0808048248291,149316800,27.95112590789795,28.081884074265115,42.697229718699745,-0.08718450685170609,-0.1277768290135743,28.03876667022705,28.78945934951409,27.288073990940013,0.29837565814606265
2015-04-09,28.13668674115466,28.299895926876307,27.87063579435184,28.29542350769043,129936000,28.022221946716307,28.12070942579699,47.60688286420839,-0.06383163544682091,-0.11498779030022363,28.087058067321777,28.766550217492362,27.407565917151192,0.28573590561961515
2015-04-10,28.159041546708167,28.440744233192827,28.00477721126372,28.41615104675293,160752000,28.08616352081299,28.17442608415261,53.229204260668894,-0.03517711330471229,-0.09902565490112136,28.116681385040284,28.799478472971124,27.433884297109444,0.2960548496184108
2015-04-13,28.700094382824748,28.744811757895718,28.30660672698015,28.36026382446289,145460400,28.166649436950685,28.208214764209025,48.972570888201865,-0.01678435028996006,-0.08257739397888911,28.153123664855958,28.803920363454736,27.50232696625718,0.23978751016570612
2015-04-14,28.39379570463286,28.458632135732387,28.150101741350465,28.237295150756836,102098400,28.165084075927734,28.213502107217714,48.8887970677737,-0.011992258077857088,-0.06846036679868271,28.1682147026062,28.81171769406831,27.52471171114409,0.2392119446762333
2015-04-15,28.261894926688225,28.422866231458084,28.172465286885966,28.344615936279297,115881600,28.21762409210205,28.23734098522891,61.549063211965574,0.0004600962961269772,-0.05467627417972078,28.16530838012695,28.804864427120435,27.525752333133468,0.21081942358854988
2015-04-16,28.23282416139142,28.4161541219565,28.194817125772264,28.20823097229004,113476000,28.26054973602295,28.23204825560366,56.669001412639226,-0.0006687410942980421,-0.04387476756263623,28.139597129821777,28.723794147190482,27.55540011245307,0.14501040202923676
2015-04-17,28.06961776833106,28.201525146162645,27.82592207749905,27.890758514404297,207828000,28.247805786132812,28.16999557538559,55.03348941496299,-0.026870975107947004,-0.04047400907169839,28.10885581970215,28.676432833531887,27.541278805872413,0.17180067835989596
2015-04-20,28.07408741476841,28.64419806674476,27.984657791205006,28.52794075012207,188217200,28.253394508361815,28.235076516246767,54.20365915883081,0.0037357831449789103,-0.031632050628362926,28.12785930633545,28.72558653855452,27.530132074116377,0.1805902261397387
2015-04-21,28.639727034924334,28.66208230707511,28.320015598917262,28.373674392700195,129740400,28.273515892028808,28.26027613014739,59.26755056575237,0.01536671584914373,-0.022232297332861594,28.12450542449951,28.715555870241452,27.533454978757568,0.18177633176960586
